Thomson Online Benefits,,London,,Benefits systems,"16,263,595"
BPL (Holdings),,London,,Insurance broker,"17,560,202"
Capvest,,London,,Private equity firm,"17,594,278"
Campbell Lutyens Holdings,,London,,Private equity adviser,"19,200,931"
Colchester Global Investors,,London,,Bond management,"20,451,207"
GLC,,London,,Alternative asset manager,"21,626,317"
Cobra Holdings,,London,,Insurance broker,"22,679,194"
Map Equity,,London,,Non-life insurance,"24,354,859"
Albourne Partners,,London,,Hedge funds,"27,519,475"
Eea Group,,London,,Fund manager,"31,898,228"
The Lexicon Partnership,,London,,Corporate finance,"32,813,000"
Octopus Capital,,London,,Security broking and fund management,"33,971,663"
Brooks Macdonald Group,,London,,Wealth management,"35,108,634"
Redburn Partners,,London,,Security broking and fund management,"39,871,814"
Brighthand,,London,,Venture capital,"40,848,000"
Moneybookers,,London,,Money transmission,"43,252,000"
Matrix Group,,London,,Private equity firm,"43,708,000"
Pamplona Capital Advisors,,London,,Financial adviser,"44,424,550"
Majedie Asset Management,,London,,Broking and fund management,"57,469,317"
Ruffer,,London,,Security broking and fund management,"58,568,127"
Cenkos Securities,,London,,AIM-listed broking and fund management,"60,307,000"
Odey Asset Management,,London,,Fund manager,"97,205,000"
Bridgepoint Capital Group,,London,,Private equity firm,"99,097,000"
The Kyte Group,,London,,Broker,"122,934,671"
Liquid Capital,,London,,Broker/trader,"184,553,000"
Ashmore Group,,London,,Investment management,"281,400,000"
The Change Group International (Holdings),,London,,Money exchange,"373,411,517"
Whitefoord (2010),,London,,Wealth management,"5,315,527"
Aquifer,,London,,Broker and commercial trading,"5,990,000"
Food Brands Group,,London,,Percol coffee and brands,"5,921,207"
Neal'S Yard Dairy,,London,,Cheese,"8,256,359"
Eat Natural,,London,,Cereal bars,"14,817,135"
Ella'S Kitchen Group,,London,,Baby food,"16,103,743"
Michael'S Pitta Bread Bakery,,London,,Manufacture of bread and pastry,"23,761,220"
Kolak Snack Foods,,London,,Snack foods,"47,562,955"
Bordeaux Index,,London,,Retail sale of alcoholic beverages,"52,824,299"
Community Foods Group,,London,,Food manufacturer,"53,598,470"
"Justerini & Brooks,",,London,,Wine production,"71,456,000"
Seafood Holdings,,London,,Frozen fish,"78,833,372"
Fresh Trading,,London,,Manufacture of fruit and vegetable juice,"96,458,000"
Berry Bros &Rudd,,London,,Wine merchant,"293,329,000"
Global Tea And Commodities,,London,,"Tea, coffee and macadamia nuts trader","97,050,725"
Griffin Marine Travel,,London,,Aerospace/defence/automotive personnel travel,"7,957,316"
P.B. Donoghue (Haulage & Plant Hire),,London,,Renting of construction or demolition equipment with operator,"9,540,149"
Watts Group,,London,,Special construction trades,"15,253,480"
Solar Century Holdings,,London,,Solar energy solutions,"34,518,174"
Ccs Group,,London,,General construction and civil engineering,"43,556,784"
Alan Baxter & Associates,,London,,Civil engineering consultancy,"7,836,000"
Silverdell,,London,,Special construction trades,"56,674,000"
Bwi (Holdings),,London,,Building fit out specialists,"57,813,492"
Keltbray Group (Holdings),,London,,General construction and civil engineering,"108,209,298"
Halcrow International,,London,,Construction consultancy,"508,055,000"
Vitabiotics,,London,,Vitamins,"48,600,833"
Accsys Technologies,,London,,Acetylation of solid wood,"14,934,000"
Trifield Productions,,London,,Anglo-Japanese production firm,"1,944,487"
Baber Smith,,London,,Advertising,"2,168,450"
Hbs International,,London,,Advertising,"3,870,507"
Impossible Pictures,,London,,Drama and documentary production,"6,731,800"
Independent Media Distribution,,London,,Media logistics,"8,082,000"
23Red,,London,,Advertising,"8,419,096"
So Television,,London,,Graham Norton TV,"8,651,054"
Content Ventures,,London,,Radio and television activities,"9,887,000"
Shazam Entertainment,,London,,Music discovery app,"10,587,713"
MPL Communications,,London,,Paul McCartney activities,"16,420,627"
Design Bridge,,London,,Brand design,"17,464,829"
Anness Publishing,,London,,Publishing of books,"18,224,626"
Quercus Publishing,,London,,Publishing of books,"19,132,835"
Ink Publishing (Holdings),,London,,Publisher of periodicals,"30,591,000"
Encore Tickets,,London,,Ticket agent,"45,022,056"
Progressive Digital Media Group,,London,,Advertising,"47,986,000"
Kobalt Music Group,,London,,Artistic and literary creation,"48,679,000"
Apple Corps,,London,,Beatles activities,"49,916,629"
Incisive Media,,London,,Publishing group,"57,571,000"
Marshall Arts,,London,,Artistic and literary creation,"70,247,315"
The Mission Marketing Group Public Company,,London,,Advertising,"90,364,000"
Shed Media,,London,,TV production,"92,606,000"
Lovefilm International,,London,,Film distribution (owned by Amazon),"97,170,000"
Shine,,London,,Masterchef and other television activities,"257,883,000"
Old Vic Productions,,London,,Artistic and literary creation,"5,841,891"
Chapman Entertainment,,London,,TV production,"6,731,961"
The Foundry Visionmongers,,London,,Film digital effects,"6,808,110"
Evolutions Television,,London,,Radio and television activities,"8,344,697"
Ecosse Films,,London,,Drama Production Company,"9,326,569"
The Continuum International Publishing Group,,London,,Book publisher,"10,601,678"
The Reading Room,,London,,Digital consultancy,"11,112,052"
River Publishing,,London,,Publisher,"11,630,286"
Redactive Media Group,,London,,Publisher,"13,329,744"
College Hill Holdings,,London,,PR,"16,034,492"
Hat Trick Productions,,London,,TV production,"17,598,274"
Hazlitt Gooden & Fox,,London,,Fine art dealer,"20,935,324"
The Red Brick Road,,London,,Marketing agency,"23,029,833"
Seven Publishing Group,,London,,Publisher,"28,309,000"
John Brown Media Group,,London,,Publisher,"40,679,761"
The Mill (Facility),,London,,Digital effects,"41,575,000"
Double Negative,,London,,Digital effects,"43,364,353"
Guidedraw,,London,,Digital effects,"47,239,000"
DCD Media,,London,,Artistic and literary creation,"48,359,000"
Digital Marketing Group,,London,,Advertising,"48,464,000"
Chi & Partners,,London,,Advertising,"53,324,903"
Engine Group,,London,,Marketing agency,"59,102,048"
Forward Internet Group,,London,,Internet advertising,"72,304,000"
Square Enix,,London,,Eidos computer games,"73,188,000"
Mobile Interactive Group,,London,,Mobile technology,"77,846,315"
Mother Holdings,,London,,Marketing agency,"81,297,253"
Haymarket Media Group,,London,,Publishing,"117,004,000"
Discovery Communications Europe,,London,,Radio and television activities,"352,847,000"
Blinkx,,London,,Video streaming technology,N/A
Creative And Cultural Industries,,London,,Skills training,N/A
Mind Candy,,London,,Computer games and merchandising,N/A
The Big Issue Company,,London,,Publisher,N/A
Colwood Healthworld,,London,,Publisher,"5,278,659"
Parallel Media Group,,London,,"Sports marketing, media and event management Company","10,240,000"
TCS (Europe),,London,,Promotional gift supplier,"10,495,008"
Venturethree,,London,,Branding services,"6,467,687"
Walker Books,,London,,Publisher,"49,807,000"
Thomas Gibson Fine Art,,London,,Art dealer,"63,997,768"
Cellnovo,,London,,Early stage Type 1 Diabetes treatment,0
Rochecare,,London,,Human health activities,"2,923,792"
Omega Diagnostics Group,,London,,Manufacture of pharmaceutical preparations,"6,198,742"
Everychild,,London,,Human health activities,"8,384,000"
A.R.G.C.,,London,,Human health activities,"12,446,520"
Joint Replacement Instrumentation,,London,,Orthopaedic implants,"16,619,030"
Mobile Doctors Group,,London,,Human health activities,"26,965,000"
The Gada Group,,London,,Specialized medical devices,"62,895,000"
Jake Holdings,,London,,Manufacture of dyes and pigments,"83,338,000"
Deltadot,,London,,Separation and analysis of biomolecules,N/A
Dexela,,London,,3d imaging technology,N/A
Jaisons Investments,,London,,Development and selling of real estate,"4,124,579"
Lunson Mitchenall Holdings,,London,,Real estate agencies,"4,487,506"
Lord North Street Holdings,,London,,Business and management consultancy activities,"4,903,506"
Bluerock Consulting,,London,,Business and management consultancy activities,"5,286,885"
Diamond Resourcing,,London,,Labour recruitment,"5,484,451"
Liberty Living,,London,,Management of real estate,"5,509,586"
Landmark,,London,,Letting of own property,"5,978,530"
Max Fordham,,London,,Architectural and engineering consultancy,"7,034,710"
Woodcock Holdings,,London,,Development and selling of real estate,"7,726,533"
Yoo Holdings,,London,,Development and selling of real estate,"8,958,437"
Teach First,,London,,Teacher training,"14,039,151"
Hopkins Architects,,London,,Architectural and engineering activities and related technical consultancy,"14,849,272"
Brainjuicer Group,,London,,Market research and public opinion polling,"16,260,000"
Taylor Clark,,London,,Development and selling of real estate,"16,590,000"
Buyingteam Holdings,,London,,Business and management consultancy activities,"18,697,000"
Rockspring Property Holdings,,London,,Management of real estate,"20,891,259"
Loc Group,,London,,Architectural and engineering activities and related technical consultancy,"28,827,624"
Angel Group,,London,,Development and selling of real estate,"31,502,753"
The Winston Group,,London,,Retail and petrol station specialist,"31,693,600"
Pipc Global Holding Company,,London,,Business and management consultancy activities,"32,988,211"
Loewy Group,,London,,Architectural and engineering activities and related technical consultancy,"39,466,988"
Alpha Plus Group,,London,,Education services,"39,847,000"
Argus Media,,London,,Business and management consultancy activities,"41,879,849"
Yougov,,London,,Market research and public opinion polling,"44,234,000"
Edinburgh House Estates (Holdings),,London,,Development and selling of real estate,"64,281,000"
C.J. O'Shea Group,,London,,Development and selling of real estate,"83,310,400"
Upp Group Holdings,,London,,Student accomodation group,"83,449,000"
H & F Homes,,London,,Management of real estate,"103,061,000"
Penna Consulting,,London,,Business and management consultancy,"108,458,000"
William Pears Family Holdings,,London,,Development and selling of real estate,"137,049,000"
Skye Investments,,London,,Architectural and engineering consultancy,"143,329,000"
Norland Managed Services,,London,,Facilities Management,"210,212,000"
Giant Group,,London,,Business and management consultancy activities,"336,006,165"
Carousel Consultancy,,London,,Labour recruitment,N/A
Foxtons,,London,,Estate agent,"98,270,693"
Ede And Ravenscroft,,London,,Tailors,"32,946,752"
Japan Centre Group,,London,,"Retail sale of books, newspapers and stationery","11,531,606"
Lady Of Leisure,,London,,Ladies sportswear - Sweatty Betty,"11,679,528"
Hawes & Curtis,,London,,Clothing retailer,"19,216,000"
Vivienne Westwood,,London,,Fashion label,"23,757,744"
Photobox,,London,,Online photodeveloper,"27,153,110"
Cath Kidston,,London,,Lifestyle retailer,"50,368,851"
Rondanini Uk,,London,,Wholesaler of Italian foods,"50,541,686"
Seewoo Foods,,London,,Chinese food wholesale,"64,025,079"
Jack Wills,,London,,Fashion retailer,"64,763,601"
T.M. Lewin Group,,London,,Tailor/office wear,"83,464,631"
All Saints Retail,,London,,Clothing brand,"132,854,027"
Dune Holdings,,London,,Footwear and leather goods,"136,409,276"
Richer Sounds,,London,,Electrical appliances,"145,507,000"
Office Holdings,,London,,Shoes,"145,672,000"
Kurt Geiger,,London,,Shoes,"151,182,000"
Net-A-Porter,,London,,Cothing retailer,"152,511,000"
Caff_ Nero Group,,London,,Coffee shops,"153,641,000"
Highland Group,,London,,House of Fraser,"669,200,000"
The Rug Company,,London,,Handmade rugs,"7,320,175"
Mountain Warehouse,,London,,Outdoor wear,"61,926,022"
PS Financials,,London,,Accounting software,"2,077,042"
Timewatch,,London,,Professional services software,"2,094,132"
Messaging International,,London,,Messaging services,"2,901,985"
Equisys,,London,,Software publishing,"3,861,561"
Entuity,,London,,Software publishing,"4,849,657"
Shipserv,,London,,Cargo trading platform,"4,934,879"
G3 Telecommunications,,London,,Telecoms services,"5,988,691"
Flr Spectron,,London,,Telecoms services,"6,453,918"
Pinnacle Telecom Group,,London,,Telecoms services,"6,608,533"
Process Systems Enterprise,,London,,Predictive modelling software,"7,133,534"
Wavex Technology,,London,,IT service provider,"8,701,664"
Bighand,,London,,Coice dictation/recognition,"13,244,000"
Control Circle,,London,,Managed and cloud-based services,"13,252,768"
Acturis,,London,,Insurance software,"14,083,202"
Data Explorers,,London,,Securities data software,"14,321,084"
Wireless Infrastructure Group,,London,,Telecommunications,"19,535,000"
Advanced Computer Software Group,,London,,NHS supplier,"30,191,000"
Apogee Corporation,,London,,Office IT,"31,354,782"
XLN Telecom,,London,,Telecoms services,"40,664,572"
Alternative Networks,,London,,Telecoms services,"96,242,000"
Satellite Information Services (Holdings),,London,,Data systems for betting industry,"160,534,000"
Kelway (Uk),,London,,IT supplier,"164,206,265"
Lebara,,London,,Telecoms services,"235,102,000"
Ninian Solutions,,London,,Huddle document sharing,N/A
Portal Technology Systems,,London,,Web consultants,N/A
Attenda,,London,,Infrastructure management,"28,208,000"
Azur,,London,,Trades as La Petite Maison,"5,006,441"
Hyelm,,London,,Cheap London hotels for young people starting out,"1,977,337"
Eyre Hotels,,London,,Hotels,"3,453,195"
Smart Hotels,,London,,Hotels,"5,194,447"
Betgenius,,London,,Gambling and betting activities,"5,712,313"
Sailing Holidays,,London,,Travel agencies and tour operators,"7,894,254"
Iglu.com,,London,,Travel company,"8,221,209"
Skyscanner,,London,,Travel aggregator,"8,806,000"
Food & Fuel,,London,,Bars,"8,871,789"
Gameaccount Global,,London,,Computer games,"10,056,482"
City Cruises Public Company,,London,,Thames river boats,"10,732,667"
Le Touquet Syndicate,,London,,Hotels,"13,160,959"
QPR Holdings,,London,,Football club,"14,380,000"
Aquaterra Leisure,,London,,Leisure centre operator,"14,821,000"
Masala World,,London,,Indian restaurants,"16,937,156"
Azumi,,London,,Restaurants,"20,416,161"
Beds & Bars,,London,,Bars,"24,065,499"
Giraffe Concepts,,London,,Restaurants,"29,525,146"
Cheapflights Media,,London,,Travel aggregator,"30,161,098"
British Horseracing Authority,,London,,Gambling and betting activities,"32,324,000"
Fusion Lifestyle,,London,,Sports and leisure management,"34,686,881"
Western & Oriental,,London,,Travel agencies and tour operators,"46,721,000"
Firmdale Holdings,,London,,Hotels,"50,556,175"
Moresand,,London,,Travel agencies and tour operators,"58,397,552"
Yianis Holdings,,London,,Hotels,"65,756,956"
ATPI,,London,,Corporate travel services,"74,012,000"
Gamesys,,London,,Online gambling,"74,645,522"
Rocco Forte & Family (Luxury Hotels),,London,,Hotels,"82,828,000"
LOCOG,,London,,LOCOG,"179,483,000"
Vue Entertainment,,London,,Cinemas,"252,716,000"
Football Association,,London,,The Football Association,"313,563,000"
Arsenal Holdings,,London,,Sports club,"379,856,000"
Apollo Cinemas,,London,,Cinemas,"16,910,029"
Football League,,London,,The Football League,"135,577,796"
Nicholls'(Fuel Oils),,Londonderry,,Fuels distributor,"287,919,284"
Adey Holdings,,Loughborough,,Steel sections,"15,056,011"
Charlescare (Northern),,Loughborough,,Human health activities,"1,651,125"
Rushcliffe Care,,Loughborough,,Human health activities,"23,407,634"
Champions (Uk),,Loughborough,,Business and management consultancy activities,"6,152,427"
Charles Bentley & Son,,Loughborough,,Manufacturer and retailer of brushes,"19,226,117"
Pinnacle Staffing Group,,Luton,,Labour recruitment,"40,201,000"
PAL International,,Lutterworth,,Work wear including chefs hats,"12,900,756"
Purely Creative,,Lydney,,Scratchcards,"7,245,174"
Lime Wood Group,,Lyndhurst,,Boutique hotels,"3,162,939"
Informed Direct,,Macclesfield,,Healthcare communications,"7,420,927"
Dulas,,Machynlleth,,Solar energy solutions,"22,276,012"
Maldon Salt,,Maldon,,Food (salt),"7,747,343"
Affirmative Finance,,Manchester,,Credit granting,"7,290,327"
CBG Group,,Manchester,,Life insurance,"7,708,000"
Commercial Valuers And Surveyors,,Manchester,,Commercial surveyors,"7,962,895"
Fairpoint Group,,Manchester,,Consumer finance,"29,404,000"
A J Bell Holdings,,Manchester,,Stockbroker/insurance,"35,435,000"
J.W.Lees & Co.(Brewers),,Manchester,,Brewer,"50,894,977"
Ibco,,Manchester,,Processing and preserving of fish and fish products,"32,195,194"
Nanoco Group,,Manchester,,Quantum dots technology,"2,940,000"
Photolink Creative Group,,Manchester,,Photo library/agency,"8,786,307"
Manchester International Festival,,Manchester,,Artistic and literary creation,"7,171,631"
Hasgrove,,Manchester,,Advertising and branding agency,"35,358,000"
Beamfeature,,Manchester,,Manufacture of man-made fibres,"14,211,705"
Top Gear Recruitment .,,Manchester,,Labour recruitment,"21,644,894"
Opal Property Group,,Manchester,,Property development,"113,860,000"
Ultimate Products Holdings,,Manchester,,Wholesaler,"78,263,000"
Timpson,,Manchester,,Cobbler and key cutter,"91,782,000"
Global Investment Group,,Manchester,,Retail via mail order houses,"6,294,895"
Americana International Holdings,,Manchester,,Bench clothes label,"121,580,000"
P H J,,Manchester,,IT services,"9,737,673"
UK Fast.Net,,Manchester,,Hosting Solutions,"12,172,039"
Individual Restaurant Company,,Manchester,,Restaurants,"51,256,000"
Invicta Storage Systems,,Margate,,Special construction trades,"9,047,355"
The Harboro Rubber Co,,Market Harborough,,Automotive parts,"5,624,598"
Joules,,Market Harborough,,Clothing brand,"51,167,000"
Kell Systems,,Marlow,,Server systems,"2,766,384"
John Smedley,,Matlock,,Clothing brand,"14,678,236"
Merriott Plastics,,Merriott,,Plastic mouldings,"7,811,538"
Musgrave Holdings,,Middlewich,,Consultancy services,"39,352,124"
Nasmyth Group,,Milton Keynes,,Precision engineer,"45,180,000"
Brasserie Bar Co,,Milton Keynes,,Bars,"11,591,069"
John Cotton Group,,Mirfield,,Pillows and duvets,"98,591,000"
Exploration Logistics Group,,Mitcheldean,,Business and management consultancy activities,"31,990,000"
Healthcare Development Services,,Moreton-In-Marsh,,Development and selling of real estate,"28,930,885"
Joseph Heler,,Nantwich,,Cheese,"60,252,837"
Daisy Group,,"Nelson, Lancashire",,Telecoms services,"134,355,000"
Eco Animal Health Group,,New Malden,,Manufacture of other inorganic chemicals,"21,768,164"
The Barcode Warehouse,,Newark,,Barcode solutions,"20,337,824"
Timico,,Newark,,Telecoms services,"21,904,000"
Brace'S Bakery,,NEWBRIDGE,,Bakers,"30,495,681"
Rebound Technology Group Holdings,,Newbury,,Electronics distributor,"44,450,242"
Passivsystems,,Newbury,,Home energy efficiency,"143,056"
Quantel,,Newbury,,Content management systems,"38,630,000"
"Camp,Hopson & Co.",,Newbury,,Department store,"12,754,599"
Gamma Telecom,,Newbury,,Telecoms services,"110,904,000"
T.W. Electronics (Newbury),,Newbury,,Telecoms distributor,N/A
W J Roadmarkings,,Newcastle,,Special construction trades,"23,679,423"
Warmseal Windows (Newcastle),,Newcastle-Upon-Tyne,,Windows installation,"16,059,478"
Northern Bear,,Newcastle-Upon-Tyne,,General construction and civil engineering,"34,984,000"
Pearson Engineering,,Newcastle-Upon-Tyne,,Defence engineer,"116,231,463"
Think,,Newcastle-upon-Tyne,,Advertising,N/A
Davison (Chemist),,Newcastle-Upon-Tyne,,Dispensing chemists,"3,112,029"
Dav Developments,,Newcastle-Upon-Tyne,,Nursing,"5,553,395"
Quantum Pharmaceutical,,Newcastle-Upon-Tyne,,Drug manufacturer,"11,532,000"
Wellburn Care Homes,,Newcastle-Upon-Tyne,,Care home provider,"12,723,562"
Executive Care Group,,Newcastle-Upon-Tyne,,Residential care,"21,049,101"
Ringtons Holdings,,Newcastle-Upon-Tyne,,Tea and coffee online retailer,"34,565,891"
STR Enterprises,,Newcastle-Upon-Tyne,,Hotel and leisure facilities,"4,886,814"
Edgeman,,Newcastle-Upon-Tyne,,Hotels,"6,025,360"
Severn & Wye Smokery,,Newnham,,Processing and preserving of fish and fish products,"15,439,776"
Ensors Gloucestershire,,Newnham,,Abbatoir,"26,581,975"
Gocompare Holdings,,Newport,,Price comparison website,"101,494,000"
Color Group,,Newport,,Coating technology,"10,432,171"
Watergate Bay Hotel,,Newquay,,Cornish hotel and restaurant,"5,328,879"
Pasta King,,Newton Abbot,,Pasta dish provider,"13,171,854"
Centrax,,Newton Abbot,,Turbine components,"70,272,000"
T & A Kernoghan (Holdings),,Newtownabbey,,General construction and civil engineering,"29,269,444"
Harvard Engineering,,Normanton,,LED controls,"14,349,791"
Allam Marine,,North Ferriby,,Marine and industrial engineering,"132,017,916"
Innocore Gaming,,North Shields,,Slot machines technology,N/A
Blue Skies Holdings,,Northampton,,Fresh fruit,"30,888,923"
Fw Baker,,Northampton,,Pet food,"72,226,000"
Infinis,,Northampton,,Renewable energy,"128,761,000"
Cosworth Group Holdings,,Northampton,,Motor sport engineering,"50,493,000"
Igloo Books,,Northampton,,Media/publishing,"3,893,549"
Miswa Chemicals,,Northampton,,Manufacture of chemicals,"12,931,695"
Bodypower Sports,,Northampton,,Fitness equipment,"18,951,729"
99p Stores,,Northampton,,Discount stores,"183,472,436"
Lookfantastic Group,,Northwich,,Hair and beauty salons,"19,819,425"
Kettles Foods,,Norwich,,Potato crisps,"57,726,000"
Lotus Cars,,Norwich,,Motor sport engineering,"108,982,000"
RC Snelling,,Norwich,,Electrical shops,"4,472,662"
Jarrold And Sons,,Norwich,,Department store,"29,071,000"
Anglian Home Improvements Group,,Norwich,,Home improvement products supplier,"209,228,000"
Cole Fabrics,,Nottingham,,Ribbon/textiles,"9,387,331"
Autofil Yarns,,Nottingham,,Fabrics for cars,"26,989,100"
Nottingham Media Centre,,Nottingham,,Motion picture projection,"2,314,717"
"R5 Pharmaceuticals,",,Nottingham,,Manufacturer of pharmaceuticals,N/A
Mortimer Management Group,,Nottingham,,Chapelle Jewellery,"13,252,820"
Romax Technology,,Nottingham,,Automotive software,"10,424,000"
Bird'S,,Oldbury,,Haulier,"13,463,542"
Pt Mcwilliams,,Omagh,,General construction and civil engineering,"40,724,194"
Delta Leisure Group,,Orpington,,Home entertainment,"7,012,694"
Killgerm Group,,Ossett,,Manufacture of agro-chemical products,"28,709,290"
Sme Surgical Innovations,,Oxford,,Medical devices,"7,045,000"
Helen & Douglas House,,Oxford,,Hospice care,"7,213,000"
Phocas,,Oxford,,Business intelligence software,"2,357,593"
Vicon Motion Systems,,Oxford,,Motion capture software,"14,807,000"
Mogford,,Oxford,,Hotels,"9,161,631"
The Seafood Restaurant,,Padstow,,Chef Rick Stein's empire,"11,551,000"
Scottish Leather Group,,Paisley,,Leather,"63,517,000"
Cambrian Pet Foods,,Pencader,,Pet Foods,"12,248,344"
W.T. Warren & Son (Hayle),,Penzance,,"Retail sale of bread, cakes, flour confectionery and sugar confectionery","13,291,745"
Seasalt,,Penzance,,Clothing brand,"3,673,079"
Sidey,,Perth,,Windows/doors/kitchens,"27,093,104"
BGL Group,,Peterborough,,Price comparison website,"302,215,000"
Shortlist Media,,Peterborough,,Publisher,"11,183,515"
Netsupport .,,Peterborough,,Software publishing,"10,125,447"
Score Group,,Peterhead,,Oil and gas engineer,"150,700,000"
Neural Technologies,,Petersfield,,credit management IT,"20,234,638"
Gabem Management,,Petworth,,Umbrella company provider,"67,711,673"
Interfish,,Plymouth,,Processing and preserving of fish and fish products,"30,550,463"
TwoFour Group,,Plymouth,,Media/Creative,"24,366,000"
Plessey Semiconductors,,Plymouth,,Outsourced installation services,"20,327,000"
Edwards Coaches,,Pontypridd,,Coach holidays,"16,583,641"
DB Foods¾,,Poole,,Meat trader,"56,828,321"
Arrowedge,,Poole,,Dispensing chemists,"33,687,820"
Lush Cosmetics,,Poole,,Personal grooming,"247,171,000"
Wireless Data Services,,Poole,,Wireless managed services,"61,929,000"
Bryncir Products,,Porthmadog,,Camping equipment,"33,679,199"
ITW,,Portsmouth,,Foster Refridgeration,"487,934,000"
Climax Studios,,Portsmouth,,Computer games,"5,645,251"
Ensco 503,,Portsmouth,,Cycling and other sporting goods,"55,597,000"
Novatech,,Portsmouth,,IT retailer,"34,372,128"
Ro Trading,,Potters Bar,,Development and selling of real estate,"48,410,000"
Butlers Farmhouse Cheeses,,Preston,,Cheese,"9,126,947"
Elstat Electronics,,Preston,,Temperature control systems,"13,640,492"
Fl Interactive,,Preston,,Football League activities,"9,939,641"
Fairfield Universal Holdings,,Preston,,Manufacture of pharmaceutical products,"28,622,789"
E.H.Booth & Co,,Preston,,Department store,"268,716,000"
Neverfail Group,,Reading,,Software,"5,982,340"
London Capital Group Holdings,,Reading,,Trading services,"27,645,000"
Rapiscan Systems,,Redhill,,Security systems,"68,860,000"
Arena Holdings,,Redhill,,Radio and television activities,"15,929,194"
Jellyfish Online Marketing,,Reigate,,Online marketing solutions,"16,303,774"
Vascutek,,Renfrew,,Stent graft system,"58,605,000"
The Aimita Corporation,,Richmond,,Facilities Management,"9,082,219"
The Listening Company,,Richmond,,Market research and public opinion polling,"73,659,128"
The Petersham Hotel,,Richmond,,Hotels,"7,974,540"
Goodyer,,Rickmansworth,,Commercial and domestic property insurance claims services,"10,597,724"
Deb Group,,Ripley,,Manufacture of perfumes and toilet preparations,"140,120,000"
The Black Sheep Brewery,,Ripon,,Brewer,"18,596,676"
Animalcare Group,,Ripon,,Manufacture of pharmaceutical preparations,"19,921,000"
Vetee Food Group,,Rochester,,Food producer,"9,242,519"
A & B Glass Company,,Rochester,,Windows manufacture,"38,513,196"
Bactec,,Rochester,,Battlefield ordnance clearance,"14,615,150"
Arthouse,,Rossendale,,Home furnishings,"20,826,625"
Crawshaw Group,,Rotherham,,Meat and meat products,"18,953,855"
Metalysis,,Rotherham,,Metals technology,"1,778,427"
Aes Engineering,,Rotherham,,"Mechanical seals, global","103,676,000"
TTP Labtech,,Royston,,Drug compound storage and retrieval systems,"14,548,000"
Cognovo,,Royston,,Wireless technology,"29,275"
Auden Mckenzie (Pharma Division),,Ruislip,,Drug production,"25,688,415"
Assetco,,Ruislip,,Emergency services,"45,231,000"
Cj Services Uk,,Runcorn,,Advertising,"9,030,452"
Wykes Engineering,,Rushden,,Food and waste management engineers,"21,462,081"
Jones Bros Civil Engineering,,Ruthin,,General construction and civil engineering,"46,064,366"
Manroy Engineering,,Rye,,Military weaponry,"12,308,000"
Jempsons,,Rye,,Department store,"26,024,586"
Plextek,,Saffron Walden,,Architectural and engineering activities and related technical consultancy,"21,389,473"
Fircroft Engineering Services,,Sale,,Labour recruitment,"404,900,000"
Ener-G,,Salford,,Renewable energy,"129,862,945"
Castle Way Developments,,Salisbury,,General construction and civil engineering,"10,591,191"
Avient,,Salisbury,,Air freight,"52,796,722"
Nanosight,,Salisbury,,Nanoparticle analysis,"1,609,809"
QN Hotels,,Sandy,,Hotels,"8,403,473"
Qdos Entertainment,,Scarborough,,Theatre management/live entertainment,"46,645,637"
Scunthorpe United Football Club,,Scunthorpe,,Operation of sports club,"6,578,981"
Buccleuch Estates,,Selkirk,,Estates management and agriculture,"38,980,000"
Full Circle Asset Management,,Sevenoaks,,Security broking and fund management,"5,289,373"
Tuffnells Pacels Express,,Sheffield,,Logistics,"102,476,000"
A.L.Simpkin & Co,,Sheffield,,Boiled sweets,N/A
Davymarkham,,Sheffield,,Heavy engineering/components,"20,678,000"
Gripple,,Sheffield,,Construction components,"29,700,870"
Mtl Group,,Sheffield,,Project manufacturing specialist,"32,645,878"
Vulcan Engineering,,Sheffield,,Mechanical seals manufacturer,"5,114,664"
Gri Group,,Sheffield,,Manufacture of other inorganic chemicals,"79,232,000"
Linear Recruitment,,Sheffield,,Labour recruitment,"6,545,145"
A4E,,Sheffield,,Employment services,"190,990,000"
Atkinson Group,,Sheffield,,Department store,"7,081,376"
Go Outdoors,,Sheffield,,"Camping, outdoor equipment and clothing","75,428,000"
Alpha International Accommodation,,Sheffield,,Travel agencies and tour operators,"9,282,796"
Glastonbury Festival 2011,,Shepton Mallet,,Music festival,"28,398,284"
Radio Design,,Shipley,,Base station filtering,"8,710,414"
Shrewsbury Town Football Club,,Shrewsbury,,Operation of sports arenas stadiums,"3,684,462"
Cook Trading,,Sittingbourne,,Frozen ready meals,"19,036,779"
Beaconsfield Footwear,,Skelmersdale,,Online shoe retailer,"44,456,000"
Rollover Holdings,,Slough,,Hot dog seller,"7,439,518"
Orion Clinical Services,,Slough,,Human health activities,"11,431,021"
Ashley House .,,Slough,,Architectural and engineering technical consultancy,"24,876,000"
Iris Software,,Slough,,Business software,"29,716,551"
Data Select,,Slough,,Telecoms distribution,"193,963,143"
Robertson Roofing,,Solihull,,Erection of roof covering and frames,"6,553,629"
Allen's Caravans (Estates),,Solihull,,Caravan holiday homes,"11,688,441"
Shields Environmental,,South Ockenden,,Telecoms recycling,"9,332,000"
J Barbour & Sons,,South Shields,,Barbour clothing,"89,826,590"
South Tyneside Homes,,South Shields,,Management of real estate,"80,082,000"
J Barbour & Sons,,South Shields,,Clothing,"89,826,590"
M.I. Dickson,,South Shields,,Butcher,"9,064,337"
